uprn,OS_lpi_address,OS_pao,OS_postcode,OS_max_height,OS_height_band,OS_max_epc_floor_level,OS_address_count,OS_property_type,OS_lucs_type_count,OS_title_number,OS_title_number_counts,OS_toid,OS_usrn,OS_custodian_name,OS_country,OS_easting,OS_northing
10093341020,"251 SOUTHWARK BRIDGE ROAD, LONDON, SE1 6FJ",251 SOUTHWARK BRIDGE ROAD,SE1 6FJ,129.4,Over 18m,,338,FLATS,RESIDENTIAL:338,{TGL112684},1,osgb5000005227564516,22502285,SOUTHWARK,ENGLAND,532003.73,179282
10093341333,"24 QUEBEC WAY, LONDON, SE16 7FR",24 QUEBEC WAY,SE16 7FR,24.8,Over 18m,,2,MULTI (RETAIL) COMMERCIAL,"RETAILING:1, COMMUNITY BUILDINGS:1",{SGL486589},1,osgb5000005233840352,22502022,SOUTHWARK,ENGLAND,535979,179599
10013525321,"20 ST JAMESS ROAD, LONDON, SE16 4QJ",20 ST JAMESS ROAD,SE16 4QJ,19.6,Over 18m,4,14,FLATS,RESIDENTIAL:14,{TGL272108},1,osgb1000001769649192,22502341,SOUTHWARK,ENGLAND,534323.33,179372.14
200003500544,"122 TOOLEY STREET, LONDON, SE1 2TU",122 TOOLEY STREET,SE1 2TU,21.9,Over 18m,,2,MULTI COMMERCIAL,OFFICES:2,{SGL378704},1,osgb1000006033778,22502518,SOUTHWARK,ENGLAND,533224,180076
200003498491,"WELLER HOUSE DICKENS ESTATE, GEORGE ROW, LONDON, SE16 4UU",WELLER HOUSE DICKENS ESTATE GEORGE ROW,SE16 4UU,18.8,Over 18m,4,32,FLATS,RESIDENTIAL:32,{LN17510},1,osgb1000006172799,22501038,SOUTHWARK,ENGLAND,534169,179576
200003497133,"TOVY HOUSE, AVONDALE SQUARE, LONDON, SE1 5EY",TOVY HOUSE AVONDALE SQUARE,SE1 5EY,34,Over 18m,10,52,FLATS,RESIDENTIAL:52,,,osgb1000006171947,22500119,SOUTHWARK,ENGLAND,534158,178218
10000817096,"TEMPUS WHARF, 29 BERMONDSEY WALL WEST, LONDON, SE16 4RW",TEMPUS WHARF 29 BERMONDSEY WALL WEST,SE16 4RW,19.8,Over 18m,5,11,MIXED USE,"RESIDENTIAL:9, OFFICES:2",{TGL345136},1,osgb1000006173041,22500227,SOUTHWARK,ENGLAND,534199.55,179804.4
200003498836,"ST MICHAELS COURT, 3 HULME PLACE, LONDON, SE1 1HY",ST MICHAELS COURT 3 HULME PLACE,SE1 1HY,19.5,Over 18m,4,12,FLATS,RESIDENTIAL:12,{SGL115391},1,osgb1000042665930,22501312,SOUTHWARK,ENGLAND,532340,179602
200003497883,"SKENFRITH HOUSE LEDBURY ESTATE, COMMERCIAL WAY, LONDON, SE15 1NE",SKENFRITH HOUSE LEDBURY ESTATE COMMERCIAL WAY,SE15 1NE,42.1,Over 18m,13,57,FLATS,RESIDENTIAL:56,{TGL69487},1,osgb1000006165572,22500567,SOUTHWARK,ENGLAND,534698,177552
10000816587,"SHAFTESBURY COURT DENMARK HILL ESTATE, DENMARK HILL, LONDON, SE5 8HQ",SHAFTESBURY COURT DENMARK HILL ESTATE DENMARK HILL,SE5 8HQ,21.1,Over 18m,5,36,FLATS,RESIDENTIAL:36,{SGL336437},1,osgb1000005873470,22500746,SOUTHWARK,ENGLAND,532748,175508
200003755238,"PURDON HOUSE OLIVER GOLDSMITH ESTATE, CLAYTON ROAD, LONDON, SE15 5EF",PURDON HOUSE OLIVER GOLDSMITH ESTATE CLAYTON ROAD,SE15 5EF,21.7,Over 18m,5,35,FLATS,RESIDENTIAL:35,{SGL214776},1,osgb1000006162941,22500516,SOUTHWARK,ENGLAND,534375,176709
200003500897,"PETER BUTLER HOUSE, WOLSELEY STREET, LONDON, SE1 2BJ",PETER BUTLER HOUSE WOLSELEY STREET,SE1 2BJ,22.4,Over 18m,6,35,FLATS,RESIDENTIAL:35,{LN41237},1,osgb1000006172980,22502734,SOUTHWARK,ENGLAND,534088,179747
200003500384,"OTTERBURN HOUSE WYNDHAM ESTATE, SULTAN STREET, LONDON, SE5 0XD",OTTERBURN HOUSE WYNDHAM ESTATE SULTAN STREET,SE5 0XD,64.7,Over 18m,19,81,FLATS,RESIDENTIAL:81,{TGL200821},1,osgb1000005883272,22502410,SOUTHWARK,ENGLAND,532193,177334
200003497260,"OFFHAM HOUSE CONGREVE ESTATE, BECKWAY STREET, LONDON, SE17 1TW",OFFHAM HOUSE CONGREVE ESTATE BECKWAY STREET,SE17 1TW,26.1,Over 18m,7,40,FLATS,RESIDENTIAL:40,{LN106229},1,osgb1000006028231,22500193,SOUTHWARK,ENGLAND,533120,178649
200003376095,"NORTHCOTT HOUSE, 259 WATERLOO ROAD, LONDON, SE1 8JU",NORTHCOTT HOUSE 259 WATERLOO ROAD,SE1 8JU,19.4,Over 18m,,21,FLATS,RESIDENTIAL:22,{TGL176015},1,osgb1000001769445982,22502658,SOUTHWARK,ENGLAND,531565.2,179506.28
200003494445,"NEW CONCORDIA WHARF, MILL STREET, LONDON, SE1 2BB",NEW CONCORDIA WHARF MILL STREET,SE1 2BB,26,Over 18m,6,80,RETAIL MIXED USE,"RESIDENTIAL:69, OFFICES:7, RETAILING:4",{SGL55705},1,osgb1000006030153,22501722,SOUTHWARK,ENGLAND,533952,179839
200003499748,"MAYWARD HOUSE GLEBE ESTATE, PECKHAM ROAD, LONDON, SE5 7NA",MAYWARD HOUSE GLEBE ESTATE PECKHAM ROAD,SE5 7NA,20.2,Over 18m,4,37,FLATS,RESIDENTIAL:37,{TGL163201},1,osgb1000006021568,22501935,SOUTHWARK,ENGLAND,533015,176717
200003497995,"MARDYKE HOUSE MARDYKE ESTATE, CROSSLET STREET, LONDON, SE17 1HH",MARDYKE HOUSE MARDYKE ESTATE CROSSLET STREET,SE17 1HH,38.1,Over 18m,12,50,FLATS,RESIDENTIAL:50,{TGL280237},1,osgb1000005883489,22500658,SOUTHWARK,ENGLAND,532990,178781
10009804026,"LUNA HOUSE, 37 BERMONDSEY WALL WEST, LONDON, SE16 4RN",LUNA HOUSE 37 BERMONDSEY WALL WEST,SE16 4RN,26,Over 18m,7,47,FLATS,RESIDENTIAL:47,{TGL156058},1,osgb1000001769611122,22500227,SOUTHWARK,ENGLAND,534257,179800
10094086242,"LONDON BRIDGE STATION, LONDON BRIDGE STREET, LONDON, SE1 9GP",LONDON BRIDGE STATION LONDON BRIDGE STREET,SE1 9GP,18.2,Over 18m,,65,MULTI (RETAIL) COMMERCIAL,"RETAILING:64, TRANSPORT:1",,,osgb5000005102842352,22501542,SOUTHWARK,ENGLAND,532944.96,180145.82
200003360279,"TOKEI MARTIAL ARTS & FITNESS CENTRE, LION COURT, 28 MAGDALEN STREET, LONDON, SE1 2EN",LION COURT 28 MAGDALEN STREET,SE1 2EN,20.2,Over 18m,4,7,MIXED USE,"RESIDENTIAL:7, OUTDOOR RECREATION:1",{TGL130036},1,osgb1000006033842,22501630,SOUTHWARK,ENGLAND,533254,180032
10094085011,"LEYLAND COURT, SUMNER ROAD, LONDON, SE15 6BG",LEYLAND COURT SUMNER ROAD,SE15 6BG,18.8,Over 18m,0,35,FLATS,RESIDENTIAL:35,{TGL222197},1,osgb5000005244587138,22502412,SOUTHWARK,ENGLAND,533804.05,177459.19
200003500411,"LAGARE APARTMENTS, 53 SURREY ROW, LONDON, SE1 0BZ",LAGARE APARTMENTS 53 SURREY ROW,SE1 0BZ,20.1,Over 18m,1,8,FLATS,RESIDENTIAL:8,{TGL131247},1,osgb1000005727754,22502432,SOUTHWARK,ENGLAND,531829,179913
200003498900,"HANWORTH HOUSE BRANDON ESTATE, JOHN RUSKIN STREET, LONDON, SE5 0XF",HANWORTH HOUSE BRANDON ESTATE JOHN RUSKIN STREET,SE5 0XF,24.9,Over 18m,6,140,FLATS,RESIDENTIAL:140,{SGL188156},1,osgb1000005721498,22501369,SOUTHWARK,ENGLAND,531601,177367
200003500906,"GOULD COURT, WOODLAND ROAD, LONDON, SE19 1PH",GOULD COURT WOODLAND ROAD,SE19 1PH,23.6,Over 18m,7,27,FLATS,RESIDENTIAL:27,{LN117984},1,osgb1000006008984,22502743,SOUTHWARK,ENGLAND,533415,171128
200003501049,"FAIRWAY COURT, CHRISTOPHER CLOSE, LONDON, SE16 6PJ",FAIRWAY COURT CHRISTOPHER CLOSE,SE16 6PJ,18,Over 18m,4,12,FLATS,RESIDENTIAL:12,{TGL85039},1,osgb1000041681898,22502940,SOUTHWARK,ENGLAND,535612,179730
200003500145,"DOCKHEAD WHARF, 4 SHAD THAMES, LONDON, SE1 2YT",DOCKHEAD WHARF 4 SHAD THAMES,SE1 2YT,20.7,Over 18m,5,27,FLATS,RESIDENTIAL:27,{SGL387436},1,osgb1000006030173,22502224,SOUTHWARK,ENGLAND,533824,179762
200003499422,"CHINA WHARF, 29 MILL STREET, LONDON, SE1 2BQ",CHINA WHARF 29 MILL STREET,SE1 2BQ,25.4,Over 18m,2,22,MIXED USE,"RESIDENTIAL:21, OFFICES:1",{TGL130785},1,osgb1000006173079,22501722,SOUTHWARK,ENGLAND,534018,179896
200003501168,"CABOT COURT, WORGAN STREET, LONDON, SE16 7WE",CABOT COURT WORGAN STREET,SE16 7WE,21.3,Over 18m,3,13,FLATS,RESIDENTIAL:13,{TGL118165},1,osgb1000041683079,22503181,SOUTHWARK,ENGLAND,535860,179019
200003497236,"BRUNLEES HOUSE ROCKINGHAM ESTATE, BATH TERRACE, LONDON, SE1 6QF",BRUNLEES HOUSE ROCKINGHAM ESTATE BATH TERRACE,SE1 6QF,18.8,Over 18m,4,24,FLATS,RESIDENTIAL:24,{SGL395833},1,osgb1000005889582,22500175,SOUTHWARK,ENGLAND,532224,179217
200003500029,"BRANDRAMS WHARF, 127-131, ROTHERHITHE STREET, LONDON, SE16 4NF",BRANDRAMS WHARF 127-131 ROTHERHITHE STREET,SE16 4NF,19.9,Over 18m,2,35,FLATS,RESIDENTIAL:35,{LN55987},1,osgb1000041682210,22502127,SOUTHWARK,ENGLAND,535267,179928
10093340414,"BOURNE HOUSE, 49 GRANGE WALK, LONDON, SE1 3GT",BOURNE HOUSE 49 GRANGE WALK,SE1 3GT,20.8,Over 18m,0,34,FLATS,RESIDENTIAL:34,{247735},1,osgb5000005204137327,22501108,SOUTHWARK,ENGLAND,533654.02,179240.51
10009798424,"98-118, SOUTHWARK BRIDGE ROAD, LONDON, SE1 0ED",98-118 SOUTHWARK BRIDGE ROAD,SE1 0ED,21.6,Over 18m,,1,MEDICAL PREMISE,COMMUNITY BUILDINGS:1,{TGL265791},1,osgb1000001769619967,22502285,SOUTHWARK,ENGLAND,532087,179774
10090285084,"90-100, SOUTHWARK STREET, LONDON, SE1 0FD",90-100 SOUTHWARK STREET,SE1 0FD,45.8,Over 18m,,10,MULTI COMMERCIAL,OFFICES:10,{LN125333},1,osgb1000001802740519,22502304,SOUTHWARK,ENGLAND,532076.55,180251.15
10009804723,"8 DOG KENNEL HILL, LONDON, SE22 8AA",8 DOG KENNEL HILL,SE22 8AA,20.8,Over 18m,5,19,FLATS,RESIDENTIAL:19,{251489},1,osgb1000001769620443,22500783,SOUTHWARK,ENGLAND,533237,175619
10013532832,"5-13, GREAT SUFFOLK STREET, LONDON, SE1 0HX",5-13 GREAT SUFFOLK STREET,SE1 0HX,23.9,Over 18m,,4,MULTI COMMERCIAL,OFFICES:4,{LN212917},1,osgb1000005730838,22501130,SOUTHWARK,ENGLAND,531896.9,180204.47
200003362721,"48-50, WESTON STREET, LONDON, SE1 3QJ",48-50 WESTON STREET,SE1 3QJ,22.2,Over 18m,,1,SINGLE COMMERCIAL,OFFICES:1,{SGL338424},1,osgb1000005887491,22502690,SOUTHWARK,ENGLAND,532991,179944
200003376012,"4 VALENTINE PLACE, LONDON, SE1 8QH",4 VALENTINE PLACE,SE1 8QH,19.1,Over 18m,,4,MULTI COMMERCIAL,OFFICES:4,{TGL130059},1,osgb1000005727685,22502605,SOUTHWARK,ENGLAND,531598,179817
200003432427,"36-38, PENROSE STREET, LONDON, SE17 3DW",36-38 PENROSE STREET,SE17 3DW,19,Over 18m,,44,FLATS,RESIDENTIAL:44,{LN58176},1,osgb5000005260431909,22501961,SOUTHWARK,ENGLAND,532204,178245
10094085185,"34 SOUTHWARK STREET, LONDON, SE1 1UN",34 SOUTHWARK STREET,SE1 1UN,21.4,Over 18m,4,8,FLATS,RESIDENTIAL:8,{305799},1,osgb1000041298523,22502304,SOUTHWARK,ENGLAND,532437.09,180158.98
10009797908,"229 LONG LANE, LONDON, SE1 4PR",229 LONG LANE,SE1 4PR,18.7,Over 18m,4,9,FLATS,RESIDENTIAL:9,{TGL380932},1,osgb5000005101213756,22501547,SOUTHWARK,ENGLAND,533153,179449
200003497653,"203 CAMBERWELL GROVE, LONDON, SE5 8JU",203 CAMBERWELL GROVE,SE5 8JU,18.8,Over 18m,2,10,MEDICAL PREMISE,"RESIDENTIAL:9, COMMUNITY BUILDINGS:1",{TGL154885},1,osgb1000006018279,22500402,SOUTHWARK,ENGLAND,533269,175885
200003362664,"16 CRUCIFIX LANE, LONDON, SE1 3JW",16 CRUCIFIX LANE,SE1 3JW,18.4,Over 18m,3,7,MIXED USE,"RESIDENTIAL:4, OFFICES:3",{237320},1,osgb1000006031021,22500671,SOUTHWARK,ENGLAND,533248,179874
200003497408,"150-154, BOROUGH HIGH STREET, LONDON, SE1 1LB",150-154 BOROUGH HIGH STREET,SE1 1LB,18.7,Over 18m,,5,MULTI (RETAIL) COMMERCIAL,OFFICES:5,{TGL164886},1,osgb1000005887637,22500284,SOUTHWARK,ENGLAND,532487,179875
10094087616,"133A, RYE LANE, LONDON, SE15 4BQ",133A RYE LANE,SE15 4BQ,22.1,Over 18m,,6,MULTI COMMERCIAL,OFFICES:6,{SGL367894},1,osgb1000006165193,22502166,SOUTHWARK,ENGLAND,534275.35,176308.64
10009801339,"130 BERMONDSEY WALL EAST, LONDON, SE16 4TT",130 BERMONDSEY WALL EAST,SE16 4TT,19,Over 18m,0,2,MAISONETTE,RESIDENTIAL:2,{LN218691},1,osgb1000006172430,22500224,SOUTHWARK,ENGLAND,534697,179726
200003375326,"C I A GROUP PLC, 1-2, PARIS GARDEN, LONDON, SE1 8ND",1-2 PARIS GARDEN,SE1 8ND,25.7,Over 18m,,1,MULTI COMMERCIAL,OFFICES:2,{SGL425180},1,osgb1000005730574,22501894,SOUTHWARK,ENGLAND,531514,180340
10093341701,"TRIANGLE COURT, 315 CAMBERWELL NEW ROAD, LONDON, SE5 0AT",TRIANGLE COURT 315 CAMBERWELL NEW ROAD,SE5 0AT,18.8,Over 18m,0,37,MIXED USE,"RESIDENTIAL:36, OUTDOOR RECREATION:1",{SGL344403},1,osgb5000005196595983,22500408,SOUTHWARK,ENGLAND,532464,176789
10009800249,"THE GLASS HOUSE, 3 ROYAL OAK YARD, LONDON, SE1 3GD",THE GLASS HOUSE 3 ROYAL OAK YARD,SE1 3GD,22.3,Over 18m,7,25,FLATS,RESIDENTIAL:24,{LN90438},1,osgb1000006030621,22503229,SOUTHWARK,ENGLAND,533170,179526
200003500528,"TAPLOW, THURLOW STREET, LONDON, SE17 2DG",TAPLOW THURLOW STREET,SE17 2DG,40.6,Over 18m,13,238,RETAIL MIXED USE,"RESIDENTIAL:207, OFFICES:15, COMMUNITY BUILDINGS:4, RETAILING:3",{TGL19098},1,osgb1000005885966,22502507,SOUTHWARK,ENGLAND,532940,178336
200003497228,"SWINBURNE COURT, BASINGDON WAY, LONDON, SE5 8EP",SWINBURNE COURT BASINGDON WAY,SE5 8EP,21.6,Over 18m,5,79,FLATS,RESIDENTIAL:78,{SGL336437},1,osgb1000005875187,22500170,SOUTHWARK,ENGLAND,532671,175318
200003499830,"ST MATTHEWS HOUSE ELIZABETH ESTATE, PHELP STREET, LONDON, SE17 2PJ",ST MATTHEWS HOUSE ELIZABETH ESTATE PHELP STREET,SE17 2PJ,22.5,Over 18m,6,29,FLATS,RESIDENTIAL:29,{TGL270323},1,osgb1000005880591,22501972,SOUTHWARK,ENGLAND,532770,177906
200003377200,"INTERNATIONAL SHAKESPEARE GLOBE CENTRE LTD, SHAKESPEARE GLOBE THEATRE, 21 NEW GLOBE WALK, LONDON, SE1 9DT",SHAKESPEARE GLOBE THEATRE 21 NEW GLOBE WALK,SE1 9DT,18.7,Over 18m,,1,MULTI (RETAIL) COMMERCIAL,"RETAILING:1, LEISURE AND RECREATIONAL BUILDINGS:1",{TGL348055},1,osgb1000005890123,22503078,SOUTHWARK,ENGLAND,532192,180515
200003497563,"QUADRANT HOUSE, 15 BURRELL STREET, LONDON, SE1 0UW",QUADRANT HOUSE 15 BURRELL STREET,SE1 0UW,34.8,Over 18m,8,36,FLATS,RESIDENTIAL:36,{LN230706},1,osgb1000005730601,22500379,SOUTHWARK,ENGLAND,531683,180249
10009800049,"POLYCHROME COURT, 241 WATERLOO ROAD, LONDON, SE1 8QS",POLYCHROME COURT 241 WATERLOO ROAD,SE1 8QS,20.1,Over 18m,1,6,FLATS,RESIDENTIAL:6,{SGL368888},1,osgb1000005727850,22502658,SOUTHWARK,ENGLAND,531485,179597
10090286198,"PARKER BUILDING, JAMAICA ROAD, LONDON, SE1 2RW",PARKER BUILDING JAMAICA ROAD,SE1 2RW,32.5,Over 18m,,45,FLATS,RESIDENTIAL:45,{TGL328679},1,osgb5000005114769513,22501346,SOUTHWARK,ENGLAND,534089.94,179479.83
200003500035,"PACIFIC WHARF, 165 ROTHERHITHE STREET, LONDON, SE16 5QF",PACIFIC WHARF 165 ROTHERHITHE STREET,SE16 5QF,24.2,Over 18m,8,87,FLATS,RESIDENTIAL:87,{TGL133336},1,osgb1000001802516768,22502127,SOUTHWARK,ENGLAND,535643,180250
10090749376,"OCKHAM BUILDING, 10 LIMASOL STREET, LONDON, SE16 3GB",OCKHAM BUILDING 10 LIMASOL STREET,SE16 3GB,24.3,Over 18m,0,24,FLATS,RESIDENTIAL:24,{TGL347795},1,osgb5000005151421164,22503353,SOUTHWARK,ENGLAND,533732.47,179239.51
200003500066,"MEDINA HOUSE RYE HILL ESTATE, RYE HILL PARK, LONDON, SE15 3JL",MEDINA HOUSE RYE HILL ESTATE RYE HILL PARK,SE15 3JL,18.6,Over 18m,4,30,FLATS,RESIDENTIAL:30,{TGL41556},1,osgb1000041671926,22502162,SOUTHWARK,ENGLAND,535069,175329
200003498357,"LOWOOD COURT, FARQUHAR ROAD, LONDON, SE19 1SW",LOWOOD COURT FARQUHAR ROAD,SE19 1SW,26.3,Over 18m,8,34,FLATS,RESIDENTIAL:34,{TGL323072},1,osgb1000006008439,22500940,SOUTHWARK,ENGLAND,533587,171266
200003755219,"KINSEY HOUSE KINGSWOOD ESTATE, BOWEN DRIVE, LONDON, SE21 8PH",KINSEY HOUSE KINGSWOOD ESTATE BOWEN DRIVE,SE21 8PH,18.5,Over 18m,3,31,MIXED USE,"RESIDENTIAL:30, OFFICES:1",{SGL141663},1,osgb1000042330192,22500298,SOUTHWARK,ENGLAND,533367,171991
200003501121,"JUNIPER HOUSE, POMEROY STREET, LONDON, SE14 5BY",JUNIPER HOUSE POMEROY STREET,SE14 5BY,18.5,Over 18m,5,75,MIXED USE,"RESIDENTIAL:74, OFFICES:1",{SGL240461},1,osgb1000041673383,22503094,SOUTHWARK,ENGLAND,535311,176981
10013528447,"HICKS HOUSE, FREAN STREET, LONDON, SE16 4AH",HICKS HOUSE FREAN STREET,SE16 4AH,23.9,Over 18m,7,91,FLATS,RESIDENTIAL:91,{TGL223347},1,osgb1000001769653192,22500995,SOUTHWARK,ENGLAND,534189.41,179291.65
200003755289,"HADLOW HOUSE KINGLAKE ESTATE, KINGLAKE STREET, LONDON, SE17 2LG",HADLOW HOUSE KINGLAKE ESTATE KINGLAKE STREET,SE17 2LG,20.4,Over 18m,5,20,FLATS,RESIDENTIAL:20,{SGL3834},1,osgb1000006029683,22501415,SOUTHWARK,ENGLAND,533411,178383
10090750672,"GODWIN HOUSE, STILL WALK, LONDON, SE1 2AA",GODWIN HOUSE STILL WALK,SE1 2AA,43.3,Over 18m,,19,FLATS,RESIDENTIAL:19,{TGL522291},1,osgb5000005177925996,22503359,SOUTHWARK,ENGLAND,533561.25,180077.52
10000810488,"GLOBE HOUSE, 2A, CRUCIFIX LANE, LONDON, SE1 3JW",GLOBE HOUSE 2A CRUCIFIX LANE,SE1 3JW,19.4,Over 18m,,3,FLATS,RESIDENTIAL:3,{237657},1,osgb1000006031013,22500671,SOUTHWARK,ENGLAND,533204,179892
200003497851,"GAINSBOROUGH COURT, COLLEGE ROAD, LONDON, SE21 7LT",GAINSBOROUGH COURT COLLEGE ROAD,SE21 7LT,23.7,Over 18m,5,20,FLATS,RESIDENTIAL:20,{TGL234223},1,osgb1000006010087,22500543,SOUTHWARK,ENGLAND,533448,172559
200003498726,"ELLINGTON HOUSE ROCKINGHAM ESTATE, HARPER ROAD, LONDON, SE1 6AD",ELLINGTON HOUSE ROCKINGHAM ESTATE HARPER ROAD,SE1 6AD,19.5,Over 18m,4,37,FLATS,RESIDENTIAL:37,{SGL395833},1,osgb1000005889329,22501201,SOUTHWARK,ENGLAND,532418,179225
200003499744,"DAWSON HOUSE GLEBE ESTATE, PECKHAM ROAD, LONDON, SE5 8UR",DAWSON HOUSE GLEBE ESTATE PECKHAM ROAD,SE5 8UR,18.4,Over 18m,4,13,FLATS,RESIDENTIAL:13,{TGL163201},1,osgb1000006021570,22501935,SOUTHWARK,ENGLAND,533052,176763
200003499657,"DAWES HOUSE RODNEY ESTATE, ORB STREET, LONDON, SE17 1ES",DAWES HOUSE RODNEY ESTATE ORB STREET,SE17 1ES,18.4,Over 18m,5,125,MIXED USE,"RESIDENTIAL:124, COMMUNITY BUILDINGS:1",{SGL239761},1,osgb1000005883410,22501869,SOUTHWARK,ENGLAND,532774,178548
200003499454,"CURTIS HOUSE BROWNING ESTATE, MORECAMBE STREET, LONDON, SE17 1EB",CURTIS HOUSE BROWNING ESTATE MORECAMBE STREET,SE17 1EB,18.7,Over 18m,4,26,FLATS,RESIDENTIAL:26,{SGL261070},1,osgb1000005885757,22501742,SOUTHWARK,ENGLAND,532527,178456
200003500137,"CINNAMON WHARF, 24 SHAD THAMES, LONDON, SE1 2YJ",CINNAMON WHARF 24 SHAD THAMES,SE1 2YJ,33.7,Over 18m,12,66,FLATS,RESIDENTIAL:66,{SGL413870},1,osgb1000006030168,22502224,SOUTHWARK,ENGLAND,533932,179906
200003500128,"BROCKLEY HOUSE, SEDAN WAY, LONDON, SE17 2LW",BROCKLEY HOUSE SEDAN WAY,SE17 2LW,18.7,Over 18m,4,15,FLATS,RESIDENTIAL:15,{TGL304593},1,osgb1000006029717,22502213,SOUTHWARK,ENGLAND,533093,178387
10091668408,"BRANDON HOUSE, 10 HILARY MEWS, LONDON, SE1 1AP",BRANDON HOUSE 10 HILARY MEWS,SE1 1AP,28.5,Over 18m,,88,FLATS,RESIDENTIAL:88,{SGL141023},1,osgb5000005205439439,22503383,SOUTHWARK,ENGLAND,532405.94,179802.56
200003500343,"BOLAND HOUSE, ST THOMAS STREET, LONDON, SE1 9GU",BOLAND HOUSE ST THOMAS STREET,SE1 9GU,18.4,Over 18m,,35,RESIDENTIAL EDUCATION,"RESIDENTIAL:31, COMMUNITY BUILDINGS:1, INSTITUTIONAL AND COMMUNAL ACCOMMODATION:1, LEISURE AND RECREATIONAL BUILDINGS:1",{TGL141763},1,osgb1000005890523,22502357,SOUTHWARK,ENGLAND,532822,180096
200003500724,"BARNARDS HOUSE, 21 VAUGHAN STREET, LONDON, SE16 5UP",BARNARDS HOUSE 21 VAUGHAN STREET,SE16 5UP,18.2,Over 18m,3,41,FLATS,RESIDENTIAL:42,{TGL135928},1,osgb1000041728493,22502611,SOUTHWARK,ENGLAND,536648,179649
10090746785,"BABBAGE COURT, 109 COOKS ROAD, LONDON, SE17 3DA",BABBAGE COURT 109 COOKS ROAD,SE17 3DA,23,Over 18m,3,20,FLATS,RESIDENTIAL:20,{TGL369076},1,osgb5000005110795978,22500588,SOUTHWARK,ENGLAND,531712.28,177801.44
200003499605,"AVINGTON COURT, OLD KENT ROAD, LONDON, SE1 5NA",AVINGTON COURT OLD KENT ROAD,SE1 5NA,19.3,Over 18m,2,27,FLATS,RESIDENTIAL:27,{SGL150402},1,osgb1000006027995,22501843,SOUTHWARK,ENGLAND,533324,178634
200003500810,"ALGAR HOUSE WEBBER ROW ESTATE, WEBBER ROW, LONDON, SE1 8QT",ALGAR HOUSE WEBBER ROW ESTATE WEBBER ROW,SE1 8QT,20,Over 18m,5,25,FLATS,RESIDENTIAL:25,{SGL368888},1,osgb1000005727392,22502666,SOUTHWARK,ENGLAND,531514,179636
10009799175,"THE NOVAS OVERTURES GROUP LTD, 81 SOUTHWARK BRIDGE ROAD, LONDON, SE1 0NQ",81 SOUTHWARK BRIDGE ROAD,SE1 0NQ,25.1,Over 18m,,4,MULTI (RETAIL) COMMERCIAL,OFFICES:5,{LN110426},1,osgb1000005890795,22502285,SOUTHWARK,ENGLAND,532278,180118
10009800796,"8 LONDON BRIDGE STREET, LONDON, SE1 9SG",8 LONDON BRIDGE STREET,SE1 9SG,18.2,Over 18m,,2,MULTI (RETAIL) COMMERCIAL,"COMMUNITY BUILDINGS:1, RETAILING:1",{TGL119099},1,osgb1000005890263,22501542,SOUTHWARK,ENGLAND,532760,180222
10013531512,"42 SOLOMONS PASSAGE, LONDON, SE15 3BP",42 SOLOMONS PASSAGE,SE15 3BP,18.5,Over 18m,,17,FLATS,RESIDENTIAL:17,{TGL284252},1,osgb1000001769663351,22502265,SOUTHWARK,ENGLAND,534784.5,175389.85
10013527997,"30 PARK STREET, LONDON, SE1 9DR",30 PARK STREET,SE1 9DR,28.1,Over 18m,,6,MULTI COMMERCIAL,OFFICES:6,{SGL493109},1,osgb1000001802791883,22501899,SOUTHWARK,ENGLAND,532471,180334
10000816647,"3 MILLENNIUM SQUARE, LONDON, SE1 2NW",3 MILLENNIUM SQUARE,SE1 2NW,18.6,Over 18m,6,30,FLATS,RESIDENTIAL:30,{TGL117295},1,osgb1000006030528,22503065,SOUTHWARK,ENGLAND,533807,179776
200003498547,"20 GORDON ROAD, LONDON, SE15 2AA",20 GORDON ROAD,SE15 2AA,21.6,Over 18m,3,20,FLATS,RESIDENTIAL:20,{TGL36282},1,osgb1000006164295,22501086,SOUTHWARK,ENGLAND,534721,176334
200003408440,"THE LANDSCAPE PARTNERSHIP LTD, 121-123, ROTHERHITHE STREET, LONDON, SE16 4NF",121-123 ROTHERHITHE STREET,SE16 4NF,25.1,Over 18m,5,16,MIXED USE,"RESIDENTIAL:16, OFFICES:1",{SGL249105},1,osgb1000001769441525,22502127,SOUTHWARK,ENGLAND,535227,179904
200003432786,"11 STEEDMAN STREET, LONDON, SE17 3AF",11 STEEDMAN STREET,SE17 3AF,39.2,Over 18m,6,25,FLATS,RESIDENTIAL:25,{TGL227179},1,osgb1000001769603090,22502382,SOUTHWARK,ENGLAND,532096,178630
10091667827,"1 ST GABRIEL WALK, LONDON, SE1 6FB",1 ST GABRIEL WALK,SE1 6FB,123.7,Over 18m,,253,FLATS,RESIDENTIAL:254,{TGL91158},1,osgb5000005164571471,22503369,SOUTHWARK,ENGLAND,531890.7,178880.41
200003453116,"1 BETHWIN ROAD, LONDON, SE5 0EE",1 BETHWIN ROAD,SE5 0EE,22.5,Over 18m,4,7,MIXED USE,"OFFICES:4, RESIDENTIAL:2, STORAGE AND WAREHOUSING:1",{LN186926},1,osgb1000005882885,22500231,SOUTHWARK,ENGLAND,532391,177471
