uprn,abp_postcode
10093338806,SE16 3FP
10093340588,SE1 5PD
10093340450,SE1 3GU
10093340805,SE17 1FQ
10093340750,SE17 1FJ
10093342637,SE1 8BW
200003355854,SE1 1QG
10094085460,SE17 1FE
10094744402,SE1 8QH
200003353309,SE1 0JF
200003354398,SE1 0LR
200003355097,SE1 0DF
200003354450,SE1 0TG
200003355195,SE1 1BG
200003355111,SE1 0LQ
200003355934,SE1 1XU
200003356602,SE1 1RU
200003356760,SE1 1GH
200003356854,SE1 1LB
200003357476,SE1 2NS
200003357391,SE1 2LB
200003357654,SE1 2XL
200003358022,SE1 2YA
200003358023,SE1 2YP
200003358456,SE1 2NJ
200003359324,SE1 2YR
200003359330,SE1 2YT
200003359775,SE1 2NB
200003360009,SE1 2LL
200003359499,SE1 2YN
200003360363,SE1 2NE
200003360400,SE1 2LR
200003360703,SE1 2NN
200003361092,SE1 2AT
200003361135,SE1 3UJ
200003363360,SE1 3BT
200003363684,SE1 3AE
200003363249,SE1 3AN
200003365151,SE1 4EA
200003365397,SE1 4EU
200003365371,SE1 4ET
200003367250,SE1 4NU
200003367110,SE1 4YT
200003367144,SE1 4HG
200003367758,SE1 4XR
200003371777,SE1 5XH
200003372779,SE1 6HF
200003372109,SE1 5NP
200003374807,SE1 6HT
200003374178,SE1 6EP
200003374204,SE1 6SP
200003375291,SE1 7QY
200003375980,SE1 8RQ
200003377451,SE1 9FE
200003376547,SE1 9JW
200003376618,SE1 9HP
200003378055,SE11 4TB
200003379610,SE15 1AA
200003380230,SE15 1QE
200003380460,SE15 1DU
200003385742,SE15 2NZ
200003385911,SE15 2RS
200003385978,SE15 3SS
200003385960,SE15 2SB
200003397091,SE15 5UD
200003399710,SE15 6QB
200003399878,SE15 6AG
200003402607,SE16 2AG
200003402685,SE16 2AQ
200003402960,SE16 2EJ
200003403378,SE16 2NN
200003403577,SE16 2SD
200003403351,SE16 2NJ
200003410970,SE16 4TL
200003410416,SE16 4NJ
200003411037,SE16 4TN
200003411263,SE16 5GW
200003411280,SE16 5SZ
200003413400,SE16 5FX
200003412437,SE16 5UB
200003413660,SE16 5ES
200003415691,SE16 6YG
200003415655,SE16 6YL
200003416600,SE16 7PQ
200003417030,SE16 7TW
200003416947,SE16 7TL
200003426764,SE17 2HX
200003422487,SE17 1EA
200003427792,SE17 2LW
200003428095,SE17 2UQ
200003435072,SE21 7LT
200003433693,SE19 1UL
200003440977,SE22 8SU
200003451550,SE26 6SB
200003452890,SE5 0XJ
200003452891,SE5 0XL
200003458245,SE5 7SA
200003454301,SE5 0LL
200003454090,SE5 0LB
200003458281,SE5 7BD
200003459412,SE5 7RG
200003462889,SE5 8QW
200003486383,SE1 6SX
200003463372,SE5 8UP
200003465325,SE5 9QW
200003480788,SE16 5SU
200003485990,SE1 2BB
200003486995,SE1 3DP
200003488764,SE1 6PF
200003490488,SE5 0XE
200003748125,SE1 3PE
200003747780,SE1 1YG
200003754540,SE5 0XS
200003754504,SE5 0XW
200003755013,SE1 3RN
